Title,Body HTML,Vendor,URL
"Fractal Design Dynamic GP12 Fan, Black (FD-Fan,-DYN-GP12-BK)","Fractal Design Dynamic GP-12 are true all-purpose fans, with good airflow in any usage scenario. Their customized design lends to a beautifully aesthetic fan to help keep your system cool, yet quiet. Designed with leading technology techniques in mind, the Dynamic Series fans feature aerodynamic elements, similarly found in airplane wing designs, with significant noise-reducing elements, resulting in a fantastic price-performance ratio.",fractal_design,https://www.staples.ca/products/2429715-en-fractal-design-dynamic-gp12-fan-black-fd-fan-dyn-gp12-bk
"LMP 5-Port USB-C Video Hub with HDMI, USB 3.0 and USB-C, Space Grey","The LMP USB-C Video Hub combines video output (HDMI up to 4K@30 Hz) with fast data transfer (3x USB 3.0) as well as pass-through power (Power Delivery over USB-C port) to the 12"" MacBook and 13"" and 15"" MacBook Pro.  Its USB-C port is capable of transferring data from and to your Mac laptop as well.  Last but not least there is a designated USB 3.0 port which charges a smartphone or tablet with up to 7.5 Watt (5V/1.5A).

The aluminum housing is sturdy and stylish alike and it takes care of the evolving heat. With its 15 cm connecting USB-C cable, the Network Hub keeps the cable clutter away from your laptop. Connect your Mac laptop or iMac to any display or TV with a most widespread HDMI port and exchange data to your proximity.

Note:  Not compatible with Apple USB SuperDrive. May evolve heat when in use.  For highest possible resolution of 4K@30 Hz over HDMI, attached display or TV must support the resolution and refresh rate.",lmp,https://www.staples.ca/products/2897290-en-lmp-5-port-usb-c-video-hub-with-hdmi-usb-30-and-usb-c-space-grey
"StarTech  Câble vidéo DVI-D à liaison simple, connecteurs mâle/mâle, 6 pi","Ce câble vidéo DVI-D numérique pour écran plat de 6 pi comprend deux connecteurs DVI-D mâles (liaison simple) et offre une connexion très fiable et purement numérique entre vos appareils vidéos haut de gamme (lecteurs DVD, moniteurs TVHD, cartes vidéos avec sortie DVI, etc.)",startech,https://www.staples.ca/products/137281-fr-startech-cable-video-dvi-d-a-liaison-simple-connecteurs-malemale-6-pi
"Fractal Design Silent Series R3 Fan, 120 mm (FD-FAN-SSR3-120-WT)","Fractal Design Silent Series R3 fans offer excellent value for money, with good performance and assured reliability. All Fractal Design Silent Series R3 fans are equipped with long-life rifle bearings and an easy-to-hide, sleek black cable. Available in a large variety of sizes, ranging from compact 40 mm fans to full-size 140 mm fans, the Silent Series R3 delivers suitable options for replacing loud or damaged fans in both computers and many other electronic devices.",fractal_design,https://www.staples.ca/products/2429713-en-fractal-design-silent-series-r3-fan-120-mm-fd-fan-ssr3-120-wt
"Iogear - Carte vidéo externe USB 3.0 à DVI, noir",La carte vidéo externe Iogear® USB 3.0 à DVI à alimentation par bus permet d'étendre les ordinateurs munis de plusieurs moniteurs. La carte vidéo est compatible avec Windows 7/8/8.1 OS et prend en charge des résolutions de jusqu'à 2048 x 1152 à des couleurs 32 bits.,iogear,https://www.staples.ca/products/1558244-fr-iogear-carte-video-externe-usb-30-a-dvi-noir
"Aurora Tools Outdoor Vinyl Extension Cords, Heavy-Duty, 25'",,aurora_tools,https://www.staples.ca/products/1345612-en-aurora-tools-outdoor-vinyl-extension-cords-heavy-duty-25
"C-LineMD – Cordon d’alimentation à plat avec cache de cordon, 5 pi, noir",,c_line,https://www.staples.ca/products/1570136-fr-c-linemd-cordon-dalimentation-a-plat-avec-cache-de-cordon-5-pi-noir
AXIS F1004 Sensor Unit (0765-001),"AXIS F1004 Sensor Unit is small in size and price. For use with an AXIS F Main Unit, AXIS F1004 offers a lower cost,
highly discreet sensor unit for indoor surveillance applications. AXIS F1004, which comprises a fixed lens and image
sensor, provides a 720p resolution and a 102deg horizontal field of view. AXIS F1004 has a detachable 8-m (26 ft.) cable for
connecting to a main unit. A flush ceiling/wall mount kit is included. Optional accessories include surface and recessed
mounts that enable the sensor unit to be tilted, and a 15-m (49 ft.) cable for connecting AXIS F1004 to a main unit.",axis_communications,https://www.staples.ca/products/2647744-en-axis-f1004-sensor-unit-0765-001
"Fractal Design Silent Series R3 Fan, 40 mm (FD-FAN-SSR3-40-WT)","Fractal Design Silent Series R3 fans offer excellent value for money, with good performance and assured reliability. All Fractal Design Silent Series R3 fans are equipped with long-life rifle bearings and an easy-to-hide, sleek black cable. Available in a large variety of sizes, ranging from compact 40 mm fans to full-size 140 mm fans, the Silent Series R3 delivers suitable options for replacing loud or damaged fans in both computers and many other electronic devices.",fractal_design,https://www.staples.ca/products/2429708-en-fractal-design-silent-series-r3-fan-40-mm-fd-fan-ssr3-40-wt
"Satechi MicroSD/SC Card Reader, USB-C, Space Grey","The Satechi Aluminum Type-C USB 3.0 and Micro/SD Card Reader is the perfect solution for accessing your SD and Micro SD cards. The Type-C Card reader is equipped with both an SD card slot and Micro SD card slot which can be used simultaneously. Additionally, the card reader is equipped with a USB 3.0 port.",satechi,https://www.staples.ca/products/2761652-en-satechi-microsdsc-card-reader-usb-c-space-grey
"Fractal Design Dynamic GP12 Fan, White (FD-Fan,-DYN-GP12-WT)","Fractal Design Dynamic GP-12 are true all-purpose fans, with good airflow in any usage scenario. Their customized design lends to a beautifully aesthetic fan to help keep your system cool, yet quiet. Designed with leading technology techniques in mind, the Dynamic Series fans feature aerodynamic elements, similarly found in airplane wing designs, with significant noise-reducing elements, resulting in a fantastic price-performance ratio.",fractal_design,https://www.staples.ca/products/2429714-en-fractal-design-dynamic-gp12-fan-white-fd-fan-dyn-gp12-wt
"Pelican Voyager For Use With iPad Air 2/Pro 9.7"", Black/Grey (C21030-P32A-BLK)","The Pelican Voyager For Use With comes complete with shock absorption, drop-resistance, unmatched ruggedness for all adventures. Purposefully designed for outlandish conditions and life enthusiasts of all kinds, this case will survive mountain climbs or pool-side with ease thanks to its guaranteed military grade protection. Includes a built-in kickstand that holds the iPad securely locked in place for media viewing.",pelican,https://www.staples.ca/products/2884533-en-pelican-voyager-for-use-with-ipad-air-2pro-97-blackgrey-c21030-p32a-blk
Skylink SC-10 Basic Wireless Security System,Enjoy the peace of mind that the Skylink Basic Wireless Security System brings to your home. Install it yourself and rely on the rolling code technology to give you the best in-home security at a real value.,skylink,https://www.staples.ca/products/1016645-en-skylink-sc-10-basic-wireless-security-system
"Sargent Art Art-Time Washable Tempera Paint, 128 oz., Red (SAR223620)",Add a splash of colour to your drawings with the Sargent Art Art-Time 128 oz. Tempera Paint.,sargent_art,https://www.staples.ca/products/850869-en-sargent-art-art-time-washable-tempera-paint-128-oz-red-sar223620
"LMP 5-Port USB-C Network Hub with Ethernet, USB 3.0 and USB-C, Space Grey","The LMP USB-C Network Hub brings ultra-fast connectivity (Gigabit Ethernet) and data transfer (3x USB 3.0) as well as pass-through power (Power Delivery over USB-C port) to the 12"" MacBook and 13"" and 15"" MacBook Pro. Its USB-C port is capable of transferring data from and to your Mac laptop as well. Last but not least there is a designated USB 3.0 port which charges a smartphone or tablet with up to 7.5 Watt (5V.1.5A).

The aluminum housing is sturdy and stylish alike and it takes care of the evolving heat.  With its 15 cm connecting USB-C cable, the Network Hub keeps the cable clutter away from your laptop.  Get a fast connection to your proximity and the network or web with this cost-effective hub!

Note: Not compatible with Apple USB SuperDrive.  May evolve heat when in use.",lmp,https://www.staples.ca/products/2897295-en-lmp-5-port-usb-c-network-hub-with-ethernet-usb-30-and-usb-c-space-grey
"LMP SD/MicroSD USB-C Card Reader, Space Grey","Card reader with USB-C and USB-A (Micro-USB) port for reading and writing SD and microSD cards. Power supply via USB, no external power supply necessary. Supports USB On The Go (OTG). Compatible with Thunderbolt 3 port.",lmp,https://www.staples.ca/products/2709138-en-lmp-sdmicrosd-usb-c-card-reader-space-grey
AXS Ultra Clear Case Samsung Galaxy A8 (SAMC1300),"Want to show off your beautiful device? Keep clarity without losing protection with AXS’s Ultra Clear cases. Lightweight, thin, and perfect for flaunting your device, they are designed to provide long-lasting clarity. Raised lips are strategically placed behind every corner to ensure camera and back protection. Pronounced buttons are easy to feel and press, while large cutouts fit most cables.",axs_brand,https://www.staples.ca/products/2879238-en-axs-ultra-clear-case-samsung-galaxy-a8-samc1300
"Connectland 3.5"" USB 2.0 Memory Card Reader 2 Front Panels 1 USB 2.0 Port LED",Package Includes: 1 x Card Reader,connectland,https://www.staples.ca/products/2595133-en-connectland-35-usb-20-memory-card-reader-2-front-panels-1-usb-20-port-led
"Little Masters Non-toxic 32 oz. Tempera Paint, Blue, 6 Pack","Bright and smooth, the Little Masters Tempera Paint will breathe life into your drawings. This fine quality blue tempera paint flows smoothly and doesnt chip or crack after drying. This brilliant Colour is an economical solution for young students and artists.",little_masters,https://www.staples.ca/products/933167-en-little-masters-non-toxic-32-oz-tempera-paint-blue-6-pack
Fractal Design Venturi HF12 Fan Black (FD-FAN-VENT-HF12-BK),"The Venturi High Flow Series HF-12 fans are optimized for low-restriction airflow environments, making them an excellent choice for computer case fans, or other low-restriction usage scenarios. Designed with a variety of performance-increasing and noise-reducing features, these fans can move an amazing amount of air compared to other fans at the same, minimal noise level. The Venturi High Flow Series fans are ideal for those looking for a perfect balance between high performance and low noise built from sturdy, high quality materials.",fractal_design,https://www.staples.ca/products/2429718-en-fractal-design-venturi-hf12-fan-black-fd-fan-vent-hf12-bk
"StarTech  Câble vidéo pour moniteur, DVI à VGA, 10 pi",Ce câble pour moniteur DVI à VGA de 10 pi comprend un connecteur DVI mâle (analogique) et un connecteur VGA mâle (D-sub HD) : une solution économique pour connecter un écran plat analogique ou double mode à un PC ou à un Mac muni d’une carte vidéo analogique DVI.,startech,https://www.staples.ca/products/137422-fr-startech-cable-video-pour-moniteur-dvi-a-vga-10-pi
"Master Lock – Câble antivol à clé, 6 mm x 8 mm, couleurs variées, paq./3 (8127TRI)","Le câble antivol à clé Master Lock nº 8127TRI , d'une longueur de 6 pi (1,8 m) et d'un diamètre de 5/16 po (8 mm), est en acier torsadé pour une résistance et une flexibilité maximales. Le revêtement de protection en vinyle permet d'éviter les rayures. La garantie à vie limitée vous garantit une tranquillité d'esprit grâce à une marque sur laquelle vous pouvez compter.",master_lock,https://www.staples.ca/products/2866202-fr-master-lock-cable-antivol-a-cle-6-mm-x-8-mm-couleurs-variees-paq3-8127tri
